relative_time,AccX,AccY,AccZ,DecibelSource
0,1.4651531982421875,2.1885987854003908,9.455836486816407,26.180480967120925
66,1.4768289184570313,2.1880000305175784,9.43967010498047,18.920946026904804
133,1.4730867004394532,2.191293182373047,9.44490921020508,21.958996524092335
203,1.4867083740234375,2.1969813537597656,9.447304229736329,24.36162647040756
266,1.4696438598632813,2.19623291015625,9.461075592041016,20.644579892269185
333,1.4847624206542969,2.2043161010742187,9.452393646240235,16.232492903979004
403,1.4618600463867188,2.196382598876953,9.447902984619141,16.901960800285135
466,1.4877561950683595,2.1945863342285157,9.445058898925781,32.32742062720737
533,1.482367401123047,2.189796295166016,9.458680572509767,32.36285277448029
599,1.4934443664550783,2.2040167236328125,9.441316680908203,24.800069429571504
666,1.472787322998047,2.198927307128906,9.449699249267578,28.182258936139554
733,1.4714401245117188,2.197280731201172,9.449399871826172,20.718820073061256
803,1.4938934326171875,2.2016217041015627,9.435927886962892,15.797835966168101
866,1.4678475952148438,2.199526062011719,9.452243957519531,16.812412373755873
933,1.4853611755371094,2.189796295166016,9.463470611572266,34.9220145139254
1003,1.4877561950683595,2.1882994079589846,9.438023529052735,28.518696007297663
1066,1.4763798522949219,2.1811143493652345,9.450148315429688,19.590413923210935
1133,1.5094610595703126,2.2005738830566406,9.435478820800782,19.9563519459755
1202,1.485959930419922,2.2013223266601565,9.437424774169923,30.30599721965951
1266,1.467099151611328,2.204615478515625,9.454339599609375,25.943925503754265
1333,1.4679972839355468,2.1775218200683595,9.436975708007813,27.543483357110187
1403,1.466949462890625,2.1716839599609377,9.449549560546876,24.13299764081252
1465,1.4816189575195313,2.1679417419433595,9.432934112548828,17.708520116421443
1533,1.475182342529297,2.1848565673828126,9.46317123413086,13.222192947339193
1603,1.4796730041503907,2.1878503417968753,9.433981933593751,13.617278360175929
1666,1.4626084899902345,2.163750457763672,9.468110961914062,14.14973347970818
1733,1.482217712402344,2.162552947998047,9.456584930419922,44.437947703027056
1803,1.469045104980469,2.1835093688964844,9.454040222167968,18.808135922807914
1866,1.4486874389648439,2.1911434936523437,9.445058898925781,16.62757831681574
1933,1.4771282958984375,2.173330535888672,9.450597381591797,13.80211241711606
2003,1.5042219543457032,2.202968902587891,9.448651428222657,14.62397997898956
2066,1.4760804748535157,2.2107527160644533,9.424252166748047,15.797835966168101
2133,1.4209950256347657,2.228565673828125,9.470505981445314,23.76576957056512
2199,1.4841636657714845,2.2504202270507814,9.423503723144531,31.47985320683805
2266,1.4844630432128907,2.2107527160644533,9.459578704833985,32.07365037469072
2333,1.4736854553222658,2.173180847167969,9.469009094238281,30.678145111618402
2403,1.4663507080078126,2.188898162841797,9.435927886962892,31.571544399062816
2466,1.4516812133789063,2.2052142333984377,9.458231506347657,30.655797147284485
2533,1.453627166748047,2.1881497192382815,9.455387420654297,26.334684555795867
2603,1.4602134704589844,2.218985595703125,9.455836486816407,20.128372247051722
2666,1.4651531982421875,2.201921081542969,9.450148315429688,17.92391689498254
2733,1.4626084899902345,2.2071601867675783,9.430539093017579,18.633228601204557
2799,1.444047088623047,2.1915925598144534,9.442663879394532,16.720978579357176
2866,1.4828164672851563,2.2050645446777346,9.458979949951173,15.440680443502757
2933,1.482217712402344,2.2064117431640624,9.446855163574218,13.979400086720377
3002,1.4581178283691407,2.2281166076660157,9.435029754638672,15.797835966168101
3065,1.435664520263672,2.2097048950195313,9.45748306274414,15.440680443502757
3133,1.4651531982421875,2.196083221435547,9.458081817626953,18.512583487190753
3202,1.4801220703125,2.2014720153808596,9.449848937988282,14.913616938342727
3266,1.473984832763672,2.2038670349121094,9.439370727539062,13.222192947339193
3333,1.4597644042968752,2.188898162841797,9.457183685302734,14.771212547196624
3403,1.4602134704589844,2.210303649902344,9.46362030029297,15.797835966168101
3466,1.4696438598632813,2.1918919372558596,9.437724151611329,15.185139398778876
3533,1.4766792297363283,2.2218296813964846,9.442963256835938,25.7978359661681
3603,1.447489929199219,2.1929397583007812,9.465566253662109,19.86771734266245
3666,1.462159423828125,2.2016217041015627,9.41916275024414,27.33999286538387
3733,1.4763798522949219,2.197280731201172,9.439071350097656,24.548448600085102
3803,1.4937437438964845,2.1906944274902345,9.451345825195313,31.942367487238293
3865,1.445244598388672,2.2098545837402344,9.454788665771485,28.50033257689769
3932,1.4679972839355468,2.2170396423339844,9.440268859863282,21.5836249209525
4002,1.4385086059570313,2.1905447387695314,9.454638977050783,21.46128035678238
4065,1.4718891906738283,2.2005738830566406,9.442813568115234,14.913616938342727
4132,1.4678475952148438,2.1920416259765627,9.441316680908203,32.93362554711445
4202,1.477427673339844,2.216590576171875,9.452243957519531,38.00648355363988
4266,1.4458433532714845,2.190095672607422,9.452543334960938,36.17210094557434
4333,1.417701873779297,2.192790069580078,9.46646438598633,32.45265839457461
4403,1.496737518310547,2.188898162841797,9.452842712402344,20.170333392987803
4466,1.4111155700683595,2.212099914550781,9.40808578491211,20.41392685158225
4533,1.414259033203125,2.168690185546875,9.497899017333985,17.781512503836435
4603,1.4569203186035158,2.2408401489257814,9.441915435791016,19.54242509439325
4665,1.5567626953125,2.151625671386719,9.424252166748047,18.808135922807914
4733,1.6759149169921876,2.192490692138672,9.394464111328125,19.590413923210935
4802,1.4055770874023439,2.202968902587891,9.536668395996093,17.853298350107668
4866,1.4545252990722657,2.2838008117675783,9.368717651367188,24.409090820652178
4933,1.3608201599121095,2.1297711181640624,9.567504272460939,27.371926427047374
5001,1.7597406005859375,2.1844075012207034,9.31902099609375,16.901960800285135
5066,1.3460009765625,2.08845703125,9.484427032470704,28.621313793130373
5133,1.5223342895507814,2.0721409606933596,9.56900115966797,27.41151598851785
5203,1.4194981384277345,2.254910888671875,9.39760757446289,33.119656603683666
5266,1.4051280212402344,2.3670277404785156,9.492959289550782,30.83144143143052
5333,1.5593074035644532,2.3137385559082033,9.332942047119142,24.14973347970818
5403,1.4916481018066408,2.259700927734375,9.46646438598633,18.86490725172482
5465,1.6073574829101562,2.2504202270507814,9.374854888916015,20.086001717619176
5533,1.482217712402344,2.211950225830078,9.497000885009767,25.888317255942074
5603,1.4199472045898438,2.2839505004882814,9.561666412353516,40.00086850211649
5665,1.572180633544922,2.213147735595703,9.394015045166016,40.04192356259714
5733,1.4829661560058593,2.2873933410644534,9.375154266357422,29.88558956878616
5803,1.495689697265625,2.3605911254882814,9.40524169921875,19.030899869919434
5865,1.5161970520019532,2.3644830322265626,9.354347534179688,20.791812460476248
5933,1.6860937500000002,2.2793101501464843,9.377249908447267,21.367205671564065
6002,1.5790663146972657,2.490670623779297,9.371861114501954,40.05437923050822
6065,1.5663427734375002,2.2421873474121097,9.430838470458985,40.94994900944612
6133,1.5395484924316407,2.156415710449219,9.402996368408203,35.928426831311
6203,1.6076568603515626,2.254910888671875,9.472002868652345,34.632956099620024
6266,1.554217987060547,2.343227233886719,9.413474578857423,36.080979463252795
6333,1.593735809326172,2.31837890625,9.344617767333984,26.042260530844704
6403,1.543590087890625,2.3318508911132816,9.427096252441407,18.633228601204557
6466,1.49688720703125,2.3405328369140626,9.426198120117188,15.314789170422552
6533,1.5681390380859377,2.3608905029296876,9.348958740234375,15.051499783199061
6603,1.5739768981933595,2.2830523681640624,9.402247924804689,14.62397997898956
6666,1.4534774780273438,2.1953347778320316,9.448950805664063,16.020599913279625
6733,1.4561718750000001,2.1903950500488283,9.485624542236328,16.720978579357176
6803,1.5459851074218751,2.232307891845703,9.43682601928711,19.822712330395685
6865,1.567240905761719,2.2040167236328125,9.443861389160157,20.492180226701816
6933,1.663490753173828,2.083517303466797,9.468110961914062,29.339931638312425
7003,1.5489788818359376,2.1511766052246095,9.433383178710939,18.808135922807914
7066,1.4578184509277345,2.096240844726563,9.537566528320314,17.708520116421443
7133,1.5019766235351564,2.0808229064941406,9.490414581298829,18.750612633917
7203,1.5655943298339845,2.1010308837890626,9.451794891357423,25.910646070264992
7266,1.675166473388672,2.102527770996094,9.487869873046876,31.383026981662816
7333,1.5995736694335938,2.139800262451172,9.429491271972656,37.47644819328248
7403,1.5774197387695312,2.103725280761719,9.478738861083984,32.12720154417842
7466,1.4654525756835939,2.126627655029297,9.504036254882813,27.39572344450092
7533,1.3947994995117188,2.099234619140625,9.607471160888672,27.058637122839194
7603,1.7537530517578126,1.9255957031250002,9.210346984863282,21.613680022349747
7666,1.6426840209960938,2.053130493164063,9.331295471191407,22.04119982655925
7733,1.505419464111328,2.0589683532714846,9.58052719116211,23.820170425748685
7803,1.5623011779785156,2.0149598693847657,9.452393646240235,38.96250562461638
7865,1.7706678771972657,2.1411474609375003,9.349856872558595,33.119656603683666
7933,1.1970606994628907,1.7031582641601564,9.509574737548828,33.879234669734366
8003,1.77470947265625,2.217638397216797,9.381141815185547,27.589118923979736
8066,2.312241668701172,2.771336975097656,9.517508239746094,41.816721220682666
8133,1.749561767578125,2.157762908935547,9.607770538330078,44.59573406104652
8203,2.648292846679688,2.0315753173828126,11.145373077392579,30.827853703164504
8266,0.4517605590820313,1.1024574279785158,11.21722366333008,23.654879848908998
8333,-3.260669403076172,2.338736572265625,14.178665313720703,33.188977146274866
8403,-1.9550843811035157,3.757635955810547,10.2171533203125,27.810369386211317
8465,-2.039658508300781,3.5446289062500003,7.507488098144532,18.750612633917
8533,0.11017089843750001,3.4655932617187504,6.203849029541016,23.783979009481374
8604,0.42466690063476564,2.972069549560547,5.265450439453125,17.993405494535818
8666,0.6971003723144532,3.0526020812988284,7.544461212158203,22.7415784926368
8733,-0.9704319763183594,3.4326617431640627,7.838000793457032,24.45604203273598
8803,-0.9358538818359375,3.8751416015625,7.900121612548829,19.084850188786497
8866,-0.7914042663574219,3.9435493469238283,8.172704772949219,12.78753600952829
8933,-0.8994795227050781,3.720363464355469,9.001680908203125,18.06179973983887
9003,0.9369017028808594,3.1925610351562503,8.958420867919923,13.222192947339193
9066,-0.24893234252929688,2.9129425048828126,9.274264068603516,11.760912590556813
9133,1.9088305664062502,2.661016387939453,9.033564605712892,10.79181246047625
9204,2.7764263916015626,2.4807911682128907,8.937464447021485,13.80211241711606
9266,2.162552947998047,2.3213726806640627,10.150392150878906,13.617278360175929
9333,3.5453773498535157,1.608105926513672,10.779683532714845,13.424226808222063
9404,3.083587646484375,1.2623249816894533,10.888656921386719,13.010299956639813
9466,1.7500108337402345,1.7191749572753907,11.047925720214844,13.424226808222063
9533,0.8641529846191407,2.6734405517578126,11.507919158935547,12.552725051033061
9603,-1.5188914489746095,3.7294944763183597,8.831335144042969,13.222192947339193
9666,-1.0280621337890625,3.882476348876953,9.542805633544923,15.185139398778876
9733,1.53041748046875,4.239483947753906,8.805588684082032,23.710678622717364
9803,-3.903582458496094,4.638254699707032,5.535339202880859,18.129133566428553
9865,-1.6492703247070313,4.762646026611328,7.5699082946777345,17.853298350107668
9933,-3.306324462890625,3.306923217773438,6.3354254150390625,21.903316981702915
10001,-4.656816101074219,4.143533477783203,5.172344055175781,19.19078092376074
10066,-4.911137237548829,1.3874647521972656,9.594747619628906,15.314789170422552
10133,-2.4041505432128907,1.4004876708984375,10.525961151123047,14.771212547196624
10202,-1.8106347656250001,1.9714004516601564,9.545649719238282,30.696680969115956
10266,-1.3202545166015627,2.6015899658203128,9.037157135009766,32.69979676645324
10332,-0.9596543884277344,2.4146287536621096,9.06559799194336,26.148972160331347
10403,-1.180594940185547,2.342029724121094,9.647438049316406,29.06335041805091
10466,-1.0472222900390626,2.326611785888672,9.800270233154297,34.83016420144132
10533,-1.1623329162597658,2.688409423828125,9.48517547607422,27.93790384690819
10603,-1.34360595703125,2.869083709716797,9.398356018066407,17.781512503836435
10666,-0.945883026123047,2.898871765136719,8.938512268066408,15.910646070264994
10733,-1.3350736999511719,2.8855494689941406,9.318571929931641,12.041199826559248
10803,-1.1180250549316406,2.7006838989257815,9.559870147705078,20.0
10866,-1.2256512451171875,2.6876609802246096,9.706265716552736,31.35768514567822
10933,-0.9355545043945312,3.1103819274902347,8.9717431640625,25.7978359661681
11003,-1.205892333984375,2.811902618408203,9.396260375976563,30.60320028688285
11065,-1.0734178161621095,3.2829730224609377,9.004075927734375,25.010592622177516
11133,-1.3612692260742187,3.177292785644531,9.118887176513672,19.030899869919434
11207,-1.1472143554687502,3.244053955078125,9.14268768310547,24.517864355242903
11266,-1.2210108947753906,2.987487487792969,9.296567687988281,28.93206753059848
11332,-1.2695100402832031,3.063978424072266,9.37365737915039,36.60011221289331
